Coor X,Coor Y,Floor,Ref Label,CURRENT TIME NANOSECONDS,CURRENT TIME STRING,24:0A:C4:00:98:A0(ESP-BLE-HELLO),7A:7F:D2:59:E2:71(null)
1.0,1.0,1.0,3,64258669676526,2017-11-03T15:25:50.377,-76
1.0,1.0,1.0,3,64260789314911,2017-11-03T15:25:52.497,-76
1.0,1.0,1.0,3,64260987466786,2017-11-03T15:25:52.695,-74
1.0,1.0,1.0,3,64261127147879,2017-11-03T15:25:52.835,-76
1.0,1.0,1.0,3,64261293598608,2017-11-03T15:25:53.001,-74
1.0,1.0,1.0,3,64261467002723,2017-11-03T15:25:53.175,-77
1.0,1.0,1.0,3,64262934901368,2017-11-03T15:25:54.642,-76
1.0,1.0,1.0,3,64263601131576,2017-11-03T15:25:55.309,-76
1.0,1.0,1.0,3,64264090667826,2017-11-03T15:25:55.798,-75
1.0,1.0,1.0,3,64264428698399,2017-11-03T15:25:56.136,-77
1.0,1.0,1.0,3,64264608352878,2017-11-03T15:25:56.316,-77
1.0,1.0,1.0,3,64264926225326,2017-11-03T15:25:56.634,-77
1.0,1.0,1.0,3,64265752682305,2017-11-03T15:25:57.460,-77
1.0,1.0,1.0,3,64266088052617,2017-11-03T15:25:57.795,-76
1.0,1.0,1.0,3,64266421908919,2017-11-03T15:25:58.129,-75
1.0,1.0,1.0,3,64266589348346,2017-11-03T15:25:58.297,-77
1.0,1.0,1.0,3,64266746822825,2017-11-03T15:25:58.454,-76
1.0,1.0,1.0,3,64267590312408,2017-11-03T15:25:59.297,-76
1.0,1.0,1.0,3,64267896017512,2017-11-03T15:25:59.603,-76
1.0,1.0,1.0,3,64268061226002,2017-11-03T15:25:59.768,-77
1.0,1.0,1.0,3,64268388833554,2017-11-03T15:26:00.096,-77
1.0,1.0,1.0,3,64268728004908,2017-11-03T15:26:00.435,-77
1.0,1.0,1.0,3,64268879827408,2017-11-03T15:26:00.587,-75
1.0,1.0,1.0,3,64269033866678,2017-11-03T15:26:00.741,-76
1.0,1.0,1.0,3,64270513930219,2017-11-03T15:26:02.221,-76
1.0,1.0,1.0,3,64270839248709,2017-11-03T15:26:02.547,-76
1.0,1.0,1.0,3,64271662904229,2017-11-03T15:26:03.370,-76
1.0,1.0,1.0,3,64271852604490,2017-11-03T15:26:03.560,-77
1.0,1.0,1.0,3,64272488975219,2017-11-03T15:26:04.196,-78
1.0,1.0,1.0,3,64273491114333,2017-11-03T15:26:05.199,-81
1.0,1.0,1.0,3,64275662532353,2017-11-03T15:26:07.370,-76
1.0,1.0,1.0,3,64276127545947,2017-11-03T15:26:07.835,-76
1.0,1.0,1.0,3,64276480538134,2017-11-03T15:26:08.188,-77
1.0,1.0,1.0,3,64277604828186,2017-11-03T15:26:09.312,-76
1.0,1.0,1.0,3,64277773447040,2017-11-03T15:26:09.481,-74
1.0,1.0,1.0,3,64278101777092,2017-11-03T15:26:09.809,-75
1.0,1.0,1.0,3,64278453003185,2017-11-03T15:26:10.160,-76
1.0,1.0,1.0,3,64279587103341,2017-11-03T15:26:11.294,-76
1.0,1.0,1.0,3,64279918400789,2017-11-03T15:26:11.626,-76
1.0,1.0,1.0,3,64280406182299,2017-11-03T15:26:12.114,-77
1.0,1.0,1.0,3,64280737320841,2017-11-03T15:26:12.445,-75
1.0,1.0,1.0,3,64281569602194,2017-11-03T15:26:13.277,-75
1.0,1.0,1.0,3,64281911228392,2017-11-03T15:26:13.617,-76
Coor X,Coor Y,Floor,Ref Label,CURRENT TIME NANOSECONDS,CURRENT TIME STRING,24:0A:C4:00:98:A0(ESP-BLE-HELLO),62:D6:24:45:33:02(null),59:FC:A8:C4:29:8F(null)
1.0,1.0,1.0,4,64311929791402,2017-11-03T15:26:43.637,-75,NaN,NaN
1.0,1.0,1.0,4,64312572308120,2017-11-03T15:26:44.280,-78,NaN,NaN
1.0,1.0,1.0,4,64312906046245,2017-11-03T15:26:44.613,-79,NaN,NaN
1.0,1.0,1.0,4,64313069673797,2017-11-03T15:26:44.777,-77,NaN,NaN
1.0,1.0,1.0,4,64313566724474,2017-11-03T15:26:45.274,-76,NaN,NaN
1.0,1.0,1.0,4,64313744880776,2017-11-03T15:26:45.452,-81,NaN,NaN
1.0,1.0,1.0,4,64314061816401,2017-11-03T15:26:45.769,-77,NaN,NaN
1.0,1.0,1.0,4,64314238947651,2017-11-03T15:26:45.946,-82,NaN,NaN
1.0,1.0,1.0,4,64314892967755,2017-11-03T15:26:46.600,-80,NaN,NaN
1.0,1.0,1.0,4,64315074143796,2017-11-03T15:26:46.781,-77,NaN,NaN
1.0,1.0,1.0,4,64315215525619,2017-11-03T15:26:46.923,-81,NaN,NaN
1.0,1.0,1.0,4,64315547156088,2017-11-03T15:26:47.254,-77,NaN,NaN
1.0,1.0,1.0,4,64315610442546,2017-11-03T15:26:47.318,NaN,-84,NaN
1.0,1.0,1.0,4,64316047846192,2017-11-03T15:26:47.755,-79,NaN,NaN
1.0,1.0,1.0,4,64317492695879,2017-11-03T15:26:49.200,NaN,-94,NaN
1.0,1.0,1.0,4,64317527426660,2017-11-03T15:26:49.235,-80,NaN,NaN
1.0,1.0,1.0,4,64317608337910,2017-11-03T15:26:49.316,NaN,NaN,-96
1.0,1.0,1.0,4,64317705217597,2017-11-03T15:26:49.413,-76,NaN,NaN
1.0,1.0,1.0,4,64318203784837,2017-11-03T15:26:49.911,-76,NaN,NaN
1.0,1.0,1.0,4,64318292985201,2017-11-03T15:26:50.000,NaN,-88,NaN
1.0,1.0,1.0,4,64318368756191,2017-11-03T15:26:50.076,-80,NaN,NaN
1.0,1.0,1.0,4,64318696967389,2017-11-03T15:26:50.404,-80,NaN,NaN
1.0,1.0,1.0,4,64320035490201,2017-11-03T15:26:51.743,-80,NaN,NaN
1.0,1.0,1.0,4,64320356325044,2017-11-03T15:26:52.064,-79,NaN,NaN
1.0,1.0,1.0,4,64321172801033,2017-11-03T15:26:52.880,-82,NaN,NaN
1.0,1.0,1.0,4,64321550471919,2017-11-03T15:26:53.258,NaN,-86,NaN
1.0,1.0,1.0,4,64321677006919,2017-11-03T15:26:53.384,-77,NaN,NaN
1.0,1.0,1.0,4,64321829352075,2017-11-03T15:26:53.537,-76,NaN,NaN
1.0,1.0,1.0,4,64322162949731,2017-11-03T15:26:53.870,-77,NaN,NaN
1.0,1.0,1.0,4,64323175399158,2017-11-03T15:26:54.883,-88,NaN,NaN
1.0,1.0,1.0,4,64323200076293,2017-11-03T15:26:54.908,NaN,-83,NaN
1.0,1.0,1.0,4,64323323180460,2017-11-03T15:26:55.031,-78,NaN,NaN
1.0,1.0,1.0,4,64323829231241,2017-11-03T15:26:55.537,-89,NaN,NaN
1.0,1.0,1.0,4,64323982944157,2017-11-03T15:26:55.690,-79,NaN,NaN
1.0,1.0,1.0,4,64324803356449,2017-11-03T15:26:56.511,-76,NaN,NaN
1.0,1.0,1.0,4,64324817253376,2017-11-03T15:26:56.525,NaN,-78,NaN
1.0,1.0,1.0,4,64325091422594,2017-11-03T15:26:56.799,NaN,-82,NaN
1.0,1.0,1.0,4,64325153444313,2017-11-03T15:26:56.861,-76,NaN,NaN
1.0,1.0,1.0,4,64325967162802,2017-11-03T15:26:57.674,-80,NaN,NaN
1.0,1.0,1.0,4,64326178902698,2017-11-03T15:26:57.886,NaN,-86,NaN
1.0,1.0,1.0,4,64326369585667,2017-11-03T15:26:58.077,NaN,NaN,-90
1.0,1.0,1.0,4,64326462935823,2017-11-03T15:26:58.170,-80,NaN,NaN
1.0,1.0,1.0,4,64326735453688,2017-11-03T15:26:58.443,NaN,NaN,-93
1.0,1.0,1.0,4,64326797127073,2017-11-03T15:26:58.504,-80,NaN,NaN
1.0,1.0,1.0,4,64327143906604,2017-11-03T15:26:58.851,-76,NaN,NaN
1.0,1.0,1.0,4,64327308383062,2017-11-03T15:26:59.016,-80,NaN,NaN
1.0,1.0,1.0,4,64327461963427,2017-11-03T15:26:59.169,NaN,NaN,-90
1.0,1.0,1.0,4,64328567035666,2017-11-03T15:27:00.274,NaN,NaN,-93
1.0,1.0,1.0,4,64328618297385,2017-11-03T15:27:00.326,-76,NaN,NaN
1.0,1.0,1.0,4,64329439038582,2017-11-03T15:27:01.146,-84,NaN,NaN
1.0,1.0,1.0,4,64329600367905,2017-11-03T15:27:01.308,-77,NaN,NaN
1.0,1.0,1.0,4,64329929988426,2017-11-03T15:27:01.637,-79,NaN,NaN
1.0,1.0,1.0,4,64331574213165,2017-11-03T15:27:03.282,-79,NaN,NaN
1.0,1.0,1.0,4,64332062228581,2017-11-03T15:27:03.769,-76,NaN,NaN
1.0,1.0,1.0,4,64333379243737,2017-11-03T15:27:05.087,-82,NaN,NaN
1.0,1.0,1.0,4,64334383172695,2017-11-03T15:27:06.090,-88,NaN,NaN
1.0,1.0,1.0,4,64334533321705,2017-11-03T15:27:06.241,-79,NaN,NaN
1.0,1.0,1.0,4,64334703783737,2017-11-03T15:27:06.411,-87,NaN,NaN
1.0,1.0,1.0,4,64334863592278,2017-11-03T15:27:06.571,-79,NaN,NaN
1.0,1.0,1.0,4,64335023389830,2017-11-03T15:27:06.731,-84,NaN,NaN
1.0,1.0,1.0,4,64336059932486,2017-11-03T15:27:07.767,NaN,NaN,-94
1.0,1.0,1.0,4,64336207713840,2017-11-03T15:27:07.915,-83,NaN,NaN
1.0,1.0,1.0,4,64336237610559,2017-11-03T15:27:07.945,NaN,NaN,-92
1.0,1.0,1.0,4,64336510673684,2017-11-03T15:27:08.218,-89,NaN,NaN
1.0,1.0,1.0,4,64336680794673,2017-11-03T15:27:08.388,-80,NaN,NaN
1.0,1.0,1.0,4,64336800856757,2017-11-03T15:27:08.508,NaN,NaN,-86
1.0,1.0,1.0,4,64336993313996,2017-11-03T15:27:08.701,NaN,NaN,-102
1.0,1.0,1.0,4,64337018833475,2017-11-03T15:27:08.726,-87,NaN,NaN
1.0,1.0,1.0,4,64337693243736,2017-11-03T15:27:09.401,-78,NaN,NaN
1.0,1.0,1.0,4,64338176382537,2017-11-03T15:27:09.884,-86,NaN,NaN
1.0,1.0,1.0,4,64338513022589,2017-11-03T15:27:10.220,-85,NaN,NaN
1.0,1.0,1.0,4,64338663522798,2017-11-03T15:27:10.371,-81,NaN,NaN
1.0,1.0,1.0,4,64338673404308,2017-11-03T15:27:10.381,NaN,-93,NaN
1.0,1.0,1.0,4,64338823146496,2017-11-03T15:27:10.530,-85,NaN,NaN
1.0,1.0,1.0,4,64339472864308,2017-11-03T15:27:11.180,-84,NaN,NaN
1.0,1.0,1.0,4,64339974524724,2017-11-03T15:27:11.682,-79,NaN,NaN
1.0,1.0,1.0,4,64340307989360,2017-11-03T15:27:12.014,-79,NaN,NaN
1.0,1.0,1.0,4,64340468699151,2017-11-03T15:27:12.176,-82,NaN,NaN
1.0,1.0,1.0,4,64340957598943,2017-11-03T15:27:12.665,-82,NaN,NaN
1.0,1.0,1.0,4,64341291672067,2017-11-03T15:27:12.999,-83,NaN,NaN
1.0,1.0,1.0,4,64341610478786,2017-11-03T15:27:13.318,-84,NaN,NaN
1.0,1.0,1.0,4,64341794524932,2017-11-03T15:27:13.502,-87,NaN,NaN
1.0,1.0,1.0,4,64341947649255,2017-11-03T15:27:13.655,-80,NaN,NaN
1.0,1.0,1.0,4,64343437892223,2017-11-03T15:27:15.145,-86,NaN,NaN
1.0,1.0,1.0,4,64343583065973,2017-11-03T15:27:15.290,NaN,NaN,-92
1.0,1.0,1.0,4,64343619798212,2017-11-03T15:27:15.327,-79,NaN,NaN
1.0,1.0,1.0,4,64344930729097,2017-11-03T15:27:16.638,-88,NaN,NaN
1.0,1.0,1.0,4,64345096670816,2017-11-03T15:27:16.804,-80,NaN,NaN
1.0,1.0,1.0,4,64345263079826,2017-11-03T15:27:16.971,-84,NaN,NaN
1.0,1.0,1.0,4,64345454922483,2017-11-03T15:27:17.162,-87,NaN,NaN
1.0,1.0,1.0,4,64345600550347,2017-11-03T15:27:17.308,-80,NaN,NaN
1.0,1.0,1.0,4,64345769185087,2017-11-03T15:27:17.477,-86,NaN,NaN
1.0,1.0,1.0,4,64346132262586,2017-11-03T15:27:17.840,NaN,NaN,-99
1.0,1.0,1.0,4,64346436727691,2017-11-03T15:27:18.144,-87,NaN,NaN
1.0,1.0,1.0,4,64346498605555,2017-11-03T15:27:18.206,NaN,NaN,-93
1.0,1.0,1.0,4,64346593239305,2017-11-03T15:27:18.301,-84,NaN,NaN
1.0,1.0,1.0,4,64346787011336,2017-11-03T15:27:18.495,-87,NaN,NaN
1.0,1.0,1.0,4,64346873619305,2017-11-03T15:27:18.581,NaN,NaN,-91
1.0,1.0,1.0,4,64347097583472,2017-11-03T15:27:18.805,-88,NaN,NaN
1.0,1.0,1.0,4,64347284970815,2017-11-03T15:27:18.992,-81,NaN,NaN
1.0,1.0,1.0,4,64348581959981,2017-11-03T15:27:20.289,-81,NaN,NaN
1.0,1.0,1.0,4,64348754441231,2017-11-03T15:27:20.462,-92,NaN,NaN
1.0,1.0,1.0,4,64349730995762,2017-11-03T15:27:21.438,-89,NaN,NaN
1.0,1.0,1.0,4,64350163555450,2017-11-03T15:27:21.871,NaN,NaN,-95
1.0,1.0,1.0,4,64350556670918,2017-11-03T15:27:22.264,-80,NaN,NaN
1.0,1.0,1.0,4,64351045147637,2017-11-03T15:27:22.753,-81,NaN,NaN
1.0,1.0,1.0,4,64351862892480,2017-11-03T15:27:23.570,-81,NaN,NaN
1.0,1.0,1.0,4,64352027948886,2017-11-03T15:27:23.735,-81,NaN,NaN
1.0,1.0,1.0,4,64352360135970,2017-11-03T15:27:24.067,-81,NaN,NaN
1.0,1.0,1.0,4,64352528720761,2017-11-03T15:27:24.236,NaN,NaN,-90
1.0,1.0,1.0,4,64352699639407,2017-11-03T15:27:24.407,-82,NaN,NaN
1.0,1.0,1.0,4,64352864962584,2017-11-03T15:27:24.572,-92,NaN,NaN
1.0,1.0,1.0,4,64353196407740,2017-11-03T15:27:24.903,-90,NaN,NaN
1.0,1.0,1.0,4,64353522622896,2017-11-03T15:27:25.230,-81,NaN,NaN
1.0,1.0,1.0,4,64354970746594,2017-11-03T15:27:26.678,NaN,-92,NaN
1.0,1.0,1.0,4,64355183927271,2017-11-03T15:27:26.891,-78,NaN,NaN
1.0,1.0,1.0,4,64355794506593,2017-11-03T15:27:27.502,NaN,-90,NaN
1.0,1.0,1.0,4,64355843826593,2017-11-03T15:27:27.551,-82,NaN,NaN
1.0,1.0,1.0,4,64356676118676,2017-11-03T15:27:28.384,-84,NaN,NaN
1.0,1.0,1.0,4,64357164745864,2017-11-03T15:27:28.872,-78,NaN,NaN
1.0,1.0,1.0,4,64357498002947,2017-11-03T15:27:29.205,-78,NaN,NaN
1.0,1.0,1.0,4,64358204535186,2017-11-03T15:27:29.912,NaN,NaN,-87
1.0,1.0,1.0,4,64358986309717,2017-11-03T15:27:30.694,-78,NaN,NaN
1.0,1.0,1.0,4,64359828404665,2017-11-03T15:27:31.536,-82,NaN,NaN
1.0,1.0,1.0,4,64360039679821,2017-11-03T15:27:31.747,NaN,NaN,-94
1.0,1.0,1.0,4,64360231374612,2017-11-03T15:27:31.939,NaN,NaN,-90
1.0,1.0,1.0,4,64360309024456,2017-11-03T15:27:32.016,-79,NaN,NaN
1.0,1.0,1.0,4,64360400805758,2017-11-03T15:27:32.108,NaN,NaN,-95
1.0,1.0,1.0,4,64360465513154,2017-11-03T15:27:32.173,-82,NaN,NaN
1.0,1.0,1.0,4,64360588884248,2017-11-03T15:27:32.296,NaN,NaN,-88
1.0,1.0,1.0,4,64360628916487,2017-11-03T15:27:32.336,-79,NaN,NaN
1.0,1.0,1.0,4,64361772183726,2017-11-03T15:27:33.479,-83,NaN,NaN
1.0,1.0,1.0,4,64361952983049,2017-11-03T15:27:33.660,-97,NaN,NaN
1.0,1.0,1.0,4,64362088480028,2017-11-03T15:27:33.796,-83,NaN,NaN
1.0,1.0,1.0,4,64363084034090,2017-11-03T15:27:34.792,-90,NaN,NaN
1.0,1.0,1.0,4,64363580746069,2017-11-03T15:27:35.288,-77,NaN,NaN
1.0,1.0,1.0,4,64363741247319,2017-11-03T15:27:35.448,-84,NaN,NaN
1.0,1.0,1.0,4,64363891973048,2017-11-03T15:27:35.599,NaN,NaN,-88
1.0,1.0,1.0,4,64364079419559,2017-11-03T15:27:35.787,-92,NaN,NaN
1.0,1.0,1.0,4,64364253116902,2017-11-03T15:27:35.960,NaN,NaN,-90
1.0,1.0,1.0,4,64364799297631,2017-11-03T15:27:36.507,NaN,NaN,-90
1.0,1.0,1.0,4,64364916296173,2017-11-03T15:27:36.624,-77,NaN,NaN
1.0,1.0,1.0,4,64364989386746,2017-11-03T15:27:36.697,NaN,NaN,-93
1.0,1.0,1.0,4,64365092261225,2017-11-03T15:27:36.800,-88,NaN,NaN
1.0,1.0,1.0,4,64365185672423,2017-11-03T15:27:36.893,NaN,NaN,-90
1.0,1.0,1.0,4,64365243223569,2017-11-03T15:27:36.951,-77,NaN,NaN
1.0,1.0,1.0,4,64365580233725,2017-11-03T15:27:37.288,-87,NaN,NaN
1.0,1.0,1.0,4,64365745182266,2017-11-03T15:27:37.452,-77,NaN,NaN
1.0,1.0,1.0,4,64366088173100,2017-11-03T15:27:37.795,NaN,NaN,-88
1.0,1.0,1.0,4,64366277512370,2017-11-03T15:27:37.985,NaN,NaN,-94
1.0,1.0,1.0,4,64366392834558,2017-11-03T15:27:38.100,-83,NaN,NaN
1.0,1.0,1.0,4,64366818848724,2017-11-03T15:27:38.526,NaN,NaN,-94
1.0,1.0,1.0,4,64366871483829,2017-11-03T15:27:38.579,-78,NaN,NaN
1.0,1.0,1.0,4,64367031347735,2017-11-03T15:27:38.739,-88,NaN,NaN
1.0,1.0,1.0,4,64367198297006,2017-11-03T15:27:38.906,-81,NaN,NaN
1.0,1.0,1.0,4,64367367028047,2017-11-03T15:27:39.074,NaN,NaN,-92
1.0,1.0,1.0,4,64367524485443,2017-11-03T15:27:39.232,-89,NaN,NaN
Coor X,Coor Y,Floor,Ref Label,CURRENT TIME NANOSECONDS,CURRENT TIME STRING,24:0A:C4:00:98:A0(ESP-BLE-HELLO),78:50:47:53:55:03(null),FF:CC:7C:E6:85:E5(MI Band 2)
1.0,1.0,1.0,5,64405622908397,2017-11-03T15:28:17.330,-84,NaN,NaN
1.0,1.0,1.0,5,64407097906730,2017-11-03T15:28:18.805,-76,NaN,NaN
1.0,1.0,1.0,5,64407260120792,2017-11-03T15:28:18.967,-86,NaN,NaN
1.0,1.0,1.0,5,64407428375219,2017-11-03T15:28:19.136,-83,NaN,NaN
1.0,1.0,1.0,5,64407923682094,2017-11-03T15:28:19.631,-74,NaN,NaN
1.0,1.0,1.0,5,64408256813292,2017-11-03T15:28:19.964,-82,NaN,NaN
1.0,1.0,1.0,5,64408604415636,2017-11-03T15:28:20.312,-82,NaN,NaN
1.0,1.0,1.0,5,64409272575167,2017-11-03T15:28:20.980,-75,NaN,NaN
1.0,1.0,1.0,5,64409291377979,2017-11-03T15:28:20.999,NaN,-92,NaN
1.0,1.0,1.0,5,64409418195479,2017-11-03T15:28:21.126,-84,NaN,NaN
1.0,1.0,1.0,5,64409577656677,2017-11-03T15:28:21.285,-80,NaN,NaN
1.0,1.0,1.0,5,64409745634854,2017-11-03T15:28:21.453,-75,NaN,NaN
1.0,1.0,1.0,5,64409924645166,2017-11-03T15:28:21.632,-76,NaN,NaN
1.0,1.0,1.0,5,64410069109750,2017-11-03T15:28:21.777,-84,NaN,NaN
1.0,1.0,1.0,5,64411172623707,2017-11-03T15:28:22.880,-75,NaN,NaN
1.0,1.0,1.0,5,64411178196416,2017-11-03T15:28:22.886,NaN,-92,NaN
1.0,1.0,1.0,5,64411396941520,2017-11-03T15:28:23.104,-82,NaN,NaN
1.0,1.0,1.0,5,64411562085478,2017-11-03T15:28:23.269,-76,NaN,NaN
1.0,1.0,1.0,5,64411721431468,2017-11-03T15:28:23.429,-76,NaN,NaN
1.0,1.0,1.0,5,64412231454228,2017-11-03T15:28:23.939,-79,NaN,NaN
1.0,1.0,1.0,5,64412553516103,2017-11-03T15:28:24.261,-80,NaN,NaN
1.0,1.0,1.0,5,64412705241884,2017-11-03T15:28:24.413,-81,NaN,NaN
1.0,1.0,1.0,5,64412864420269,2017-11-03T15:28:24.572,-80,NaN,NaN
1.0,1.0,1.0,5,64414011778029,2017-11-03T15:28:25.719,-82,NaN,NaN
1.0,1.0,1.0,5,64414348188185,2017-11-03T15:28:26.055,-89,NaN,NaN
1.0,1.0,1.0,5,64415665128914,2017-11-03T15:28:27.372,-82,NaN,NaN
1.0,1.0,1.0,5,64416163425164,2017-11-03T15:28:27.871,-80,NaN,NaN
1.0,1.0,1.0,5,64416311767195,2017-11-03T15:28:28.019,-94,NaN,NaN
1.0,1.0,1.0,5,64416804628653,2017-11-03T15:28:28.512,-82,NaN,NaN
1.0,1.0,1.0,5,64417133996153,2017-11-03T15:28:28.841,-89,NaN,NaN
1.0,1.0,1.0,5,64417301953028,2017-11-03T15:28:29.009,-79,NaN,NaN
1.0,1.0,1.0,5,64418120442767,2017-11-03T15:28:29.828,-83,NaN,NaN
1.0,1.0,1.0,5,64418608443705,2017-11-03T15:28:30.316,-93,NaN,NaN
1.0,1.0,1.0,5,64418980956309,2017-11-03T15:28:30.688,-81,NaN,NaN
1.0,1.0,1.0,5,64419930604902,2017-11-03T15:28:31.638,-86,NaN,NaN
1.0,1.0,1.0,5,64420591993912,2017-11-03T15:28:32.299,-87,NaN,NaN
1.0,1.0,1.0,5,64421913317297,2017-11-03T15:28:33.621,-83,NaN,NaN
1.0,1.0,1.0,5,64422098178755,2017-11-03T15:28:33.805,-84,NaN,NaN
1.0,1.0,1.0,5,64422745111620,2017-11-03T15:28:34.452,-82,NaN,NaN
1.0,1.0,1.0,5,64422901192818,2017-11-03T15:28:34.609,-85,NaN,NaN
1.0,1.0,1.0,5,64423089920318,2017-11-03T15:28:34.797,-84,NaN,NaN
1.0,1.0,1.0,5,64423235442609,2017-11-03T15:28:34.943,-85,NaN,NaN
1.0,1.0,1.0,5,64423272126463,2017-11-03T15:28:34.980,NaN,NaN,-97
1.0,1.0,1.0,5,64423399709588,2017-11-03T15:28:35.107,-88,NaN,NaN
1.0,1.0,1.0,5,64423568474380,2017-11-03T15:28:35.276,-86,NaN,NaN
1.0,1.0,1.0,5,64424556222140,2017-11-03T15:28:36.264,NaN,NaN,-98
1.0,1.0,1.0,5,64425214047088,2017-11-03T15:28:36.922,-89,NaN,NaN
1.0,1.0,1.0,5,64426222690993,2017-11-03T15:28:37.930,-90,NaN,NaN
1.0,1.0,1.0,5,64427023004951,2017-11-03T15:28:38.730,-92,NaN,NaN
1.0,1.0,1.0,5,64427167427399,2017-11-03T15:28:38.875,-89,NaN,NaN
1.0,1.0,1.0,5,64427384427816,2017-11-03T15:28:39.091,-86,NaN,NaN
1.0,1.0,1.0,5,64427499944691,2017-11-03T15:28:39.207,-88,NaN,NaN
1.0,1.0,1.0,5,64427654793024,2017-11-03T15:28:39.362,-87,NaN,NaN
1.0,1.0,1.0,5,64428143982711,2017-11-03T15:28:39.851,-84,NaN,NaN
1.0,1.0,1.0,5,64428333202868,2017-11-03T15:28:40.040,-82,NaN,NaN
1.0,1.0,1.0,5,64428649431774,2017-11-03T15:28:40.357,-81,NaN,NaN
1.0,1.0,1.0,5,64429452553857,2017-11-03T15:28:41.160,-81,NaN,NaN
1.0,1.0,1.0,5,64429796446565,2017-11-03T15:28:41.504,-82,NaN,NaN
1.0,1.0,1.0,5,64430288621929,2017-11-03T15:28:41.996,-80,NaN,NaN
1.0,1.0,1.0,5,64430460973961,2017-11-03T15:28:42.168,-82,NaN,NaN
1.0,1.0,1.0,5,64430946118544,2017-11-03T15:28:42.654,-81,NaN,NaN
1.0,1.0,1.0,5,64431278302606,2017-11-03T15:28:42.986,-79,NaN,NaN
1.0,1.0,1.0,5,64432108249481,2017-11-03T15:28:43.816,-80,NaN,NaN
1.0,1.0,1.0,5,64432284459949,2017-11-03T15:28:43.992,-86,NaN,NaN
1.0,1.0,1.0,5,64432931960418,2017-11-03T15:28:44.639,-80,NaN,NaN
1.0,1.0,1.0,5,64433094760835,2017-11-03T15:28:44.802,-83,NaN,NaN
1.0,1.0,1.0,5,64433264046199,2017-11-03T15:28:44.971,-81,NaN,NaN
1.0,1.0,1.0,5,64433421105834,2017-11-03T15:28:45.129,-82,NaN,NaN
1.0,1.0,1.0,5,64433773598907,2017-11-03T15:28:45.481,-82,NaN,NaN
1.0,1.0,1.0,5,64434424444219,2017-11-03T15:28:46.132,-86,NaN,NaN
1.0,1.0,1.0,5,64434580706615,2017-11-03T15:28:46.288,-84,NaN,NaN
1.0,1.0,1.0,5,64434742169167,2017-11-03T15:28:46.449,-84,NaN,NaN
1.0,1.0,1.0,5,64434911362553,2017-11-03T15:28:46.619,-85,NaN,NaN
1.0,1.0,1.0,5,64435068824323,2017-11-03T15:28:46.776,-84,NaN,NaN
1.0,1.0,1.0,5,64435729832761,2017-11-03T15:28:47.437,-82,NaN,NaN
1.0,1.0,1.0,5,64437218965416,2017-11-03T15:28:48.926,-85,NaN,NaN
1.0,1.0,1.0,5,64438036162395,2017-11-03T15:28:49.743,-80,NaN,NaN
1.0,1.0,1.0,5,64438537446614,2017-11-03T15:28:50.245,-86,NaN,NaN
1.0,1.0,1.0,5,64438705617968,2017-11-03T15:28:50.413,-81,NaN,NaN
1.0,1.0,1.0,5,64438893039218,2017-11-03T15:28:50.600,-87,NaN,NaN
1.0,1.0,1.0,5,64439699026926,2017-11-03T15:28:51.407,-83,NaN,NaN
1.0,1.0,1.0,5,64439860976092,2017-11-03T15:28:51.568,-84,NaN,NaN
1.0,1.0,1.0,5,64440043197342,2017-11-03T15:28:51.750,-82,NaN,NaN
1.0,1.0,1.0,5,64440350618123,2017-11-03T15:28:52.057,-81,NaN,NaN
1.0,1.0,1.0,5,64440695017550,2017-11-03T15:28:52.402,-84,NaN,NaN
1.0,1.0,1.0,5,64441514549477,2017-11-03T15:28:53.222,-87,NaN,NaN
1.0,1.0,1.0,5,64441682164269,2017-11-03T15:28:53.389,-86,NaN,NaN
1.0,1.0,1.0,5,64441848259685,2017-11-03T15:28:53.555,-85,NaN,NaN
1.0,1.0,1.0,5,64442010782758,2017-11-03T15:28:53.718,-87,NaN,NaN
1.0,1.0,1.0,5,64442509913539,2017-11-03T15:28:54.217,-81,NaN,NaN
1.0,1.0,1.0,5,64442842057602,2017-11-03T15:28:54.550,-84,NaN,NaN
1.0,1.0,1.0,5,64443650945831,2017-11-03T15:28:55.358,-82,NaN,NaN
1.0,1.0,1.0,5,64444646013226,2017-11-03T15:28:56.353,-82,NaN,NaN
1.0,1.0,1.0,5,64444814808226,2017-11-03T15:28:56.522,-86,NaN,NaN
1.0,1.0,1.0,5,64445144167757,2017-11-03T15:28:56.850,-87,NaN,NaN
1.0,1.0,1.0,5,64445806103226,2017-11-03T15:28:57.513,-87,NaN,NaN
1.0,1.0,1.0,5,64445987232184,2017-11-03T15:28:57.694,-84,NaN,NaN
1.0,1.0,1.0,5,64446144957080,2017-11-03T15:28:57.852,-85,NaN,NaN
1.0,1.0,1.0,5,64448673726454,2017-11-03T15:29:00.381,-80,NaN,NaN
1.0,1.0,1.0,5,64448811534787,2017-11-03T15:29:00.519,-81,NaN,NaN
1.0,1.0,1.0,5,64449148473068,2017-11-03T15:29:00.856,-80,NaN,NaN
1.0,1.0,1.0,5,64449299581558,2017-11-03T15:29:01.007,-82,NaN,NaN
1.0,1.0,1.0,5,64449455473797,2017-11-03T15:29:01.163,-80,NaN,NaN
1.0,1.0,1.0,5,64449958019943,2017-11-03T15:29:01.666,-80,NaN,NaN
